Rk,Player,PTS,Draft Team,Round,Pick,Draft Year,Draft College,Season,Team,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Class,-9999
93,Erick Green,801,UTA,2,46,2013,Virginia Tech,2012-13,Virginia Tech,32,32,36.4,8.2,17.2,6.3,12.3,1.9,4.9,6.8,8.3,0.5,3.5,4.0,3.8,1.3,0.2,2.2,1.4,25.0,.475,.509,.389,.816,.592,.530,G,SR,erick-green-1
94,Alfredrick Hughes,800,SAS,1,14,1985,Loyola Chicago,1983-84,Loyola Chicago,29,29,39.7,11.2,22.6,11.2,22.6,,,5.1,7.2,,,8.2,0.6,1.7,0.1,2.5,2.5,27.6,.498,.498,,.708,.530,.498,F,JR,rick-hughes-1
95,John Best,799,NJN,2,36,1993,Tennessee Tech,1992-93,Tennessee Tech,28,28,36.0,10.6,19.1,10.4,18.5,0.1,0.6,7.3,9.7,,,8.4,2.6,1.4,0.2,4.1,3.0,28.5,.553,.565,.222,.749,.602,.557,C,SR,john-best-1
96,Bryant Reeves,797,MEM,1,6,1995,Oklahoma State,1994-95,Oklahoma State,37,37,34.8,7.8,13.3,7.8,13.2,0.0,0.1,5.9,8.4,,,9.5,0.8,0.5,1.6,2.9,3.2,21.5,.586,.592,.000,.706,.622,.586,C,SR,bryant-reeves-1
97,David Robinson,796,SAS,1,1,1987,Navy,1985-86,Navy,35,35,33.9,8.4,13.8,8.4,13.8,,,5.9,9.5,,,13.0,0.7,1.7,5.9,2.5,2.9,22.7,.607,.607,,.628,.621,.607,C,JR,david-robinson-1
98,Lee Nailon,796,CHA,2,43,1999,TCU,1997-98,TCU,32,32,33.3,10.3,18.6,10.3,18.5,0.0,0.1,4.3,5.8,,,8.9,1.9,1.8,1.0,3.1,3.4,24.9,.554,.554,.500,.745,.584,.555,F,JR,lee-nailon-1
99,Bobby Phills II,795,MIL,2,45,1991,Southern,1990-91,Southern,28,,35.2,9.3,22.9,4.9,10.3,4.4,12.6,5.4,7.5,,,4.7,1.9,3.2,0.5,2.3,,28.4,.406,.476,.348,.720,.536,.502,G,SR,bobby-phills-1
100,Larry Johnson,795,CHA,1,1,1991,UNLV,1990-91,UNLV,35,,31.8,8.8,13.3,8.3,11.9,0.5,1.4,4.6,5.7,,,10.9,3.0,2.1,1.0,2.2,2.3,22.7,.662,.698,.354,.818,.711,.681,F,SR,larry-johnson-1
101,Richard Hamilton,795,WAS,1,7,1999,Connecticut,1997-98,Connecticut,37,37,32.5,7.3,16.6,4.6,10.0,2.7,6.6,4.2,5.0,1.5,2.9,4.4,2.4,1.5,0.2,2.2,1.9,21.5,.440,.463,.404,.843,.566,.520,G,SO,richard-hamilton-1
102,Blake Griffin,794,LAC,1,1,2009,Oklahoma,2008-09,Oklahoma,35,35,33.3,8.6,13.1,8.5,12.9,0.1,0.2,5.5,9.3,3.9,10.5,14.4,2.3,1.1,1.2,3.3,2.5,22.7,.654,.659,.375,.590,.648,.657,F,SO,blake-griffin-1
103,Lionel Simmons,792,SAC,1,7,1990,La Salle,1987-88,La Salle,34,34,39.0,8.7,18.0,8.7,17.8,0.1,0.2,5.8,7.6,3.7,7.7,11.4,2.5,2.1,2.3,2.9,2.1,23.3,.485,.488,.250,.757,.538,.486,F,SO,lionel-simmons-1
104,Luke Harangody,792,BOS,2,52,2010,Notre Dame,2008-09,Notre Dame,34,34,34.2,8.8,19.2,8.4,18.1,0.4,1.1,5.2,6.7,3.5,8.3,11.8,2.1,0.9,0.9,1.8,2.3,23.3,.459,.465,.368,.777,.520,.470,F,JR,luke-harangody-1
105,Vin Baker,792,MIL,1,8,1993,Hartford,1992-93,Hartford,28,28,36.4,10.9,22.8,9.8,18.6,1.1,4.3,5.4,8.6,,,10.7,1.9,1.4,2.6,2.9,2.8,28.3,.477,.525,.269,.625,.526,.502,F,SR,vin-baker-1
106,Danny Ferry,791,LAC,1,2,1989,Duke,1988-89,Duke,35,35,33.2,8.6,16.4,7.3,13.4,1.3,3.0,4.2,5.5,,,7.4,4.7,1.6,0.6,3.3,2.5,22.6,.522,.544,.425,.756,.593,.561,F,SR,danny-ferry-1
107,Bubba Wells,789,DAL,2,35,1997,Austin Peay,1995-96,Austin Peay,30,30,36.1,10.4,18.9,9.3,16.3,1.1,2.6,4.4,5.8,,,7.3,2.9,1.6,1.5,2.6,2.0,26.3,.549,.567,.436,.757,.607,.579,F,JR,bubba-wells-1
108,Harold Miner,789,MIA,1,12,1992,Southern California,1991-92,Southern California,30,30,34.7,8.3,19.0,6.4,13.6,1.9,5.4,7.7,9.5,,,7.0,1.3,1.1,0.2,2.2,2.0,26.3,.438,.472,.352,.811,.558,.488,G,JR,harold-miner-1
109,Hersey Hawkins Jr,788,LAC,1,6,1988,Bradley,1986-87,Bradley,29,29,38.0,10.1,19.0,9.1,15.4,1.1,3.6,5.8,7.3,,,6.7,3.6,2.0,0.4,3.4,2.7,27.2,.533,.588,.295,.793,.603,.561,G,JR,hersey-hawkins-1
110,Marshon Brooks,788,BOS,1,25,2011,Providence,2010-11,Providence,32,31,36.5,8.6,17.8,6.5,11.7,2.1,6.2,5.3,6.8,2.3,4.8,7.0,2.5,1.5,1.2,3.1,2.5,24.6,.483,.559,.340,.772,.584,.542,G,SR,marshon-brooks-1
111,Terrance Bailey,788,ATL,2,42,1987,Wagner,1986-87,Wagner,28,27,35.9,10.1,21.4,8.6,17.3,1.5,4.0,6.4,8.1,,,4.5,2.3,1.4,0.5,3.1,3.1,28.1,.475,.499,.372,.781,.558,.510,G,SR,terrance-bailey-1
112,Todd Day,786,MIL,1,8,1992,Arkansas,1990-91,Arkansas,38,37,29.5,7.3,15.4,5.5,10.4,1.8,5.0,4.3,5.8,,,5.3,2.9,2.2,0.7,2.6,2.4,20.7,.473,.529,.354,.747,.569,.530,G,JR,todd-day-1
113,Bimbo Coles,785,SAC,2,40,1990,Virginia Tech,1989-90,Virginia Tech,31,,37.0,9.0,22.4,6.9,15.3,2.2,7.0,5.1,6.9,,,4.7,3.9,2.3,0.4,3.3,2.7,25.3,.404,.448,.307,.738,.494,.452,G,SR,bimbo-coles-1
114,Calbert Cheaney,785,WAS,1,6,1993,Indiana,1992-93,Indiana,35,35,33.7,8.7,15.8,7.3,12.6,1.3,3.1,3.8,4.7,,,6.4,2.4,0.9,0.3,2.4,2.2,22.4,.549,.579,.427,.795,.622,.591,G,SR,calbert-cheaney-1
115,Damian Lillard,784,POR,1,6,2012,Weber State,2011-12,Weber State,32,32,34.5,7.2,15.5,4.3,8.3,2.9,7.2,7.1,8.0,0.5,4.5,5.0,4.0,1.5,0.2,2.3,1.9,24.5,.467,.517,.409,.887,.635,.562,G,SR,damian-lillard-1
116,Anthony Mason,783,POR,3,53,1988,Tennessee State,1987-88,Tennessee State,28,,38.0,9.9,21.7,8.4,18.8,1.4,2.9,6.8,8.8,,,10.4,3.0,2.0,0.7,3.8,2.6,28.0,.454,.448,.494,.773,.540,.487,F,SR,anthony-mason-1
117,Danny Ainge,782,BOS,2,31,1981,Brigham Young,1980-81,Brigham Young,32,,37.9,9.7,18.6,9.7,18.6,,,5.1,6.2,,,4.8,4.0,1.4,0.1,3.2,3.2,24.4,.518,.518,,.824,.566,.518,G,SR,danny-ainge-1
118,Kurt Thomas,781,MIA,1,10,1995,TCU,1994-95,TCU,27,27,32.3,10.7,19.5,10.6,19.0,0.1,0.4,7.5,10.5,,,14.6,1.2,1.9,2.4,2.9,3.9,28.9,.548,.554,.250,.714,.591,.550,C,SR,kurt-thomas-1
119,Troy Bell,781,BOS,1,16,2003,Boston College,2002-03,Boston College,31,31,38.6,7.2,16.4,3.8,7.9,3.4,8.5,7.3,8.6,1.5,3.0,4.6,3.7,2.3,0.2,2.5,2.1,25.2,.441,.484,.402,.847,.615,.545,G,SR,troy-bell-1
120,Zam Fredrick,781,LAL,3,51,1981,South Carolina,1980-81,South Carolina,27,27,36.3,11.1,21.9,11.1,21.9,,,6.7,8.3,,,2.9,1.4,1.6,0.1,2.9,2.1,28.9,.508,.508,,.812,.560,.508,G,SR,zam-fredrick-2
121,Norris Cole,780,CHI,1,28,2011,Cleveland State,2010-11,Cleveland State,36,36,35.7,7.0,15.9,5.6,11.8,1.4,4.1,6.3,7.4,0.8,5.1,5.8,5.3,2.2,0.1,2.7,2.4,21.7,.439,.473,.342,.853,.558,.483,G,SR,norris-cole-1
122,Alec Burks,779,UTA,1,12,2011,Colorado,2010-11,Colorado,38,37,31.4,6.6,14.1,5.9,11.6,0.7,2.5,6.6,7.9,2.4,4.1,6.5,2.9,1.1,0.3,2.6,2.3,20.5,.469,.508,.292,.825,.574,.495,G,SO,alec-burks-1
123,Grayson Allen,779,UTA,1,21,2018,Duke,2015-16,Duke,36,35,36.6,6.6,14.3,4.1,8.3,2.5,6.0,5.9,7.0,0.7,3.9,4.6,3.5,1.3,0.1,2.0,2.7,21.6,.466,.502,.417,.837,.616,.554,G,SO,grayson-allen-1
124,Carmelo Anthony,778,DEN,1,3,2003,Syracuse,2002-03,Syracuse,35,35,36.4,7.9,17.5,6.3,12.7,1.6,4.7,4.8,6.8,2.9,7.1,10.0,2.2,1.6,0.9,2.2,2.2,22.2,.453,.496,.337,.706,.537,.498,F,FR,carmelo-anthony-1
125,Shane Battier,778,MEM,1,6,2001,Duke,2000-01,Duke,39,39,34.9,6.4,13.7,3.3,6.1,3.2,7.6,3.9,4.9,2.4,4.9,7.3,1.8,2.1,2.3,1.5,2.1,19.9,.471,.536,.419,.796,.624,.587,F,SR,shane-battier-1
126,Shawn Respert,778,POR,1,8,1995,Michigan State,1993-94,Michigan State,32,31,33.6,8.5,17.6,5.6,11.2,2.9,6.4,4.4,5.3,,,4.0,2.5,1.3,0.2,3.3,2.0,24.3,.484,.504,.449,.840,.606,.566,G,JR,shawn-respert-1
127,Jeff Malone,777,WAS,1,10,1983,Mississippi State,1982-83,Mississippi State,29,,36.9,11.1,21.0,11.1,21.0,,,4.5,5.5,,,3.7,2.3,0.9,0.1,1.7,2.1,26.8,.531,.531,,.824,.568,.531,G,SR,jeff-malone-1
128,Paul Pierce,777,BOS,1,10,1998,Kansas,1997-98,Kansas,38,38,30.4,7.6,14.7,6.5,11.6,1.1,3.1,4.3,5.8,,,6.7,2.6,1.1,1.1,2.9,2.3,20.4,.513,.560,.339,.738,.585,.549,F,JR,paul-pierce-1
129,Kenny Anderson,776,NJN,1,2,1991,Georgia Tech,1990-91,Georgia Tech,30,29,38.9,9.3,21.2,7.1,15.0,2.2,6.2,5.2,6.2,,,5.7,5.6,3.0,0.1,3.8,2.3,25.9,.437,.472,.351,.829,.535,.488,G,SO,kenny-anderson-1
130,Mike Sweetney,776,NYK,1,9,2003,Georgetown,2002-03,Georgetown,34,34,32.4,7.8,14.2,7.8,14.1,0.0,0.1,7.3,9.9,4.0,6.3,10.4,1.9,1.5,3.2,2.1,2.8,22.8,.547,.550,.000,.738,.604,.547,F,JR,mike-sweetney-1
131,Walt Williams,776,SAC,1,7,1992,Maryland,1991-92,Maryland,29,29,35.9,8.8,18.7,5.8,10.4,3.1,8.3,6.0,8.0,,,5.6,3.6,2.1,1.0,3.8,3.4,26.8,.472,.553,.371,.758,.595,.554,F,SR,walt-williams-1
132,Wally Szczerbiak,775,MIN,1,6,1999,Miami (OH),1998-99,Miami (OH),32,,33.8,8.4,16.2,6.5,10.6,2.0,5.5,5.4,6.5,,,8.5,2.9,1.2,1.0,3.2,3.1,24.2,.522,.609,.356,.831,.630,.583,F,SR,wally-szczerbiak-1
133,Sam Mitchell Jr,774,HOU,3,54,1985,Mercer,1984-85,Mercer,31,31,37.3,9.5,18.4,9.5,18.4,,,6.0,8.0,,,8.2,1.4,1.6,1.1,2.0,2.8,25.0,.516,.516,,.750,.563,.516,F,SR,sam-mitchell-1
134,Shaquille O'Neal,774,ORL,1,1,1992,Louisiana State,1990-91,Louisiana State,28,,31.5,11.1,17.8,11.1,17.8,0.0,0.0,5.4,8.4,,,14.7,1.6,1.5,5.0,3.5,2.8,27.6,.628,.628,,.638,.636,.628,C,SO,shaquille-oneal-1
135,Blue Edwards,773,UTA,1,21,1989,East Carolina,1988-89,East Carolina,29,29,34.0,10.2,18.6,9.4,16.8,0.9,1.8,5.3,7.0,,,6.9,3.2,1.6,0.6,3.2,3.3,26.7,.551,.557,.490,.755,.608,.574,G,SR,blue-edwards-1
136,Joe Kleine,773,SAC,1,6,1985,Arkansas,1984-85,Arkansas,35,35,36.8,8.4,13.8,8.4,13.8,,,5.3,7.3,,,8.4,0.7,1.1,0.5,2.5,2.8,22.1,.607,.607,,.720,.638,.607,C,SR,joe-kleine-1
137,Mike Ferrara,772,WAS,3,48,1981,Colgate,1980-81,Colgate,27,27,37.4,11.0,22.7,11.0,22.7,,,6.5,7.4,,,5.8,3.7,3.5,0.3,,3.1,28.6,.486,.486,,.876,.545,.486,F,SR,mike-ferrara-1
138,Mike Iuzzolino,772,DAL,2,35,1991,Saint Francis (PA),1990-91,Saint Francis (PA),32,32,36.5,7.1,13.1,3.9,7.0,3.2,6.1,6.7,7.6,0.8,2.2,3.0,4.0,0.9,0.0,2.5,1.8,24.1,.542,.554,.528,.885,.722,.665,G,SR,mike-iuzzolino-1
139,Ron Harper,772,CLE,1,8,1986,Miami (OH),1984-85,Miami (OH),31,,36.9,10.1,18.6,10.1,18.6,,,4.8,7.2,,,10.7,2.5,2.6,1.5,3.1,3.3,24.9,.541,.541,,.661,.565,.541,G,JR,ron-harper-1
140,Travis Mays,772,SAC,1,14,1990,Texas,1989-90,Texas,32,,37.1,7.5,17.3,4.5,9.4,3.0,7.9,6.2,7.6,,,5.1,2.3,1.8,0.5,2.4,2.7,24.1,.433,.480,.377,.811,.577,.519,G,SR,travis-mays-1
141,Christian Laettner,771,MIN,1,3,1992,Duke,1990-91,Duke,39,39,30.2,6.9,12.1,6.5,10.7,0.5,1.4,5.4,6.7,,,8.7,1.9,1.9,1.1,3.1,2.8,19.8,.575,.605,.340,.802,.647,.594,C,JR,christian-laettner-1
142,Corliss Williamson,770,SAC,1,13,1995,Arkansas,1994-95,Arkansas,39,39,31.0,7.3,13.2,7.2,13.1,0.0,0.2,5.2,7.8,,,7.5,2.3,1.7,0.8,2.4,2.7,19.7,.550,.554,.167,.668,.584,.550,F,JR,corliss-williamson-1
143,Steve Logan,770,GSW,2,30,2002,Cincinnati,2001-02,Cincinnati,35,35,34.1,7.0,15.4,4.6,8.8,2.5,6.6,5.5,6.3,0.3,2.8,3.1,5.3,0.9,0.0,2.5,1.8,22.0,.457,.519,.374,.873,.599,.537,G,SR,steve-logan-1
144,Terry Dehere,770,LAC,1,13,1993,Seton Hall,1992-93,Seton Hall,35,35,34.4,6.9,15.0,4.5,8.9,2.4,6.1,5.8,7.1,,,3.0,2.7,1.1,0.2,2.7,2.1,22.0,.461,.505,.396,.818,.599,.541,G,SR,terry-dehere-1
145,Mitch Richmond,768,GSW,1,5,1988,Kansas State,1987-88,Kansas State,34,34,35.3,7.9,15.3,6.5,12.4,1.4,2.9,5.5,7.1,,,6.3,3.7,0.7,0.4,3.4,2.3,22.6,.514,.525,.469,.775,.605,.559,G,SR,mitch-richmond-1
146,Antonio Daniels,767,MEM,1,4,1997,Bowling Green,1996-97,Bowling Green,32,32,36.3,8.7,15.9,7.3,12.7,1.4,3.3,5.1,6.6,,,2.8,6.8,2.3,0.3,3.2,1.6,24.0,.547,.576,.433,.777,.628,.591,G,SR,antonio-daniels-1
147,Jamal Mashburn,767,DAL,1,4,1993,Kentucky,1991-92,Kentucky,36,36,32.7,7.8,13.7,6.1,10.0,1.6,3.7,4.2,5.9,,,7.8,1.4,1.8,0.6,2.3,3.4,21.3,.567,.614,.439,.709,.647,.626,F,SO,jamal-mashburn-1
148,Marcus Brown,767,POR,2,46,1996,Murray State,1995-96,Murray State,29,29,37.2,8.8,18.5,6.2,12.4,2.6,6.0,6.4,7.6,,,4.8,4.1,2.2,0.3,3.5,2.8,26.4,.474,.499,.423,.841,.599,.543,G,SR,marcus-brown-1
149,C.J. McCollum,766,POR,1,10,2013,Lehigh,2011-12,Lehigh,35,35,33.1,7.3,16.4,5.5,11.3,1.7,5.0,5.7,7.0,1.4,5.1,6.5,3.5,2.6,0.5,2.3,2.1,21.9,.443,.489,.341,.811,.556,.496,G,JR,cj-mccollum-1
150,Michael Smith,765,BOS,1,13,1989,Brigham Young,1988-89,Brigham Young,29,29,37.2,9.9,18.8,8.7,15.8,1.1,3.0,5.5,6.0,,,8.6,2.9,0.7,0.1,4.5,2.6,26.4,.525,.552,.379,.925,.610,.555,F,SR,michael-smith-1
151,Nolan Smith,764,POR,1,21,2011,Duke,2010-11,Duke,37,37,34.0,7.0,15.4,5.5,10.9,1.5,4.4,5.1,6.2,1.2,3.3,4.5,5.1,1.2,0.1,3.2,1.9,20.6,.458,.501,.350,.813,.564,.508,G,SR,nolan-smith-1
152,Steve Rogers,764,NJN,2,40,1992,Alabama State,1991-92,Alabama State,28,28,36.6,8.3,18.0,5.4,11.0,3.0,7.0,7.7,9.8,,,6.5,4.6,2.4,0.4,3.1,2.4,27.3,.461,.487,.421,.785,.601,.544,G,SR,steve-rogers-2
153,Dajuan Wagner,762,CLE,1,6,2002,Memphis,2001-02,Memphis,36,35,31.8,7.4,18.0,5.5,12.2,1.8,5.8,4.6,6.4,0.5,2.0,2.5,3.6,1.2,0.6,2.9,2.8,21.2,.410,.453,.317,.722,.504,.461,G,FR,dajuan-wagner-1
154,Dan Palombizio,762,PHI,7,159,1986,Ball State,1984-85,Ball State,29,29,37.1,9.6,19.6,9.6,19.6,,,7.0,8.9,,,11.0,1.2,0.6,0.3,3.0,3.5,26.3,.491,.491,,.788,.551,.491,F,JR,dan-palombizio-1
155,Lewis Lloyd,762,GSW,4,76,1981,Drake,1980-81,Drake,29,29,36.0,10.3,18.9,10.3,18.9,,,5.7,7.7,,,10.0,2.6,,,3.0,2.9,26.3,.544,.544,,.741,.582,.544,F,SR,lewis-lloyd-1
156,Eric Maynor,760,UTA,1,20,2009,VCU,2008-09,VCU,34,34,35.5,7.3,15.8,5.4,10.4,1.9,5.4,5.8,7.1,0.5,3.1,3.6,6.2,1.7,0.2,3.0,2.4,22.4,.463,.516,.361,.815,.583,.524,G,SR,eric-maynor-1
157,Freddie Banks,760,DET,2,24,1987,UNLV,1986-87,UNLV,39,39,31.4,6.6,15.1,2.7,5.9,3.9,9.2,2.4,3.0,,,2.5,3.1,1.6,0.3,1.9,1.8,19.5,.437,.457,.425,.786,.589,.566,G,SR,freddie-banks-1
158,Scott Haffner,760,MIA,2,45,1989,Evansville,1988-89,Evansville,31,31,36.3,8.5,15.8,5.3,8.9,3.2,6.9,4.4,4.9,,,4.4,3.6,1.1,0.4,2.5,2.5,24.5,.538,.600,.458,.901,.678,.638,G,SR,scott-haffner-1
159,Carlos Rogers,759,OKC,1,11,1994,Tennessee State,1993-94,Tennessee State,31,31,33.9,9.3,15.1,9.2,14.7,0.1,0.4,5.8,8.9,,,11.5,1.5,0.7,3.0,3.9,2.9,24.5,.614,.623,.308,.649,.632,.618,C,SR,carlos-rogers-1
160,Dan Majerle,759,PHO,1,14,1988,Central Michigan,1987-88,Central Michigan,32,,37.4,8.7,16.7,7.3,13.6,1.4,3.2,4.9,7.6,,,10.8,2.5,1.5,0.9,2.5,2.4,23.7,.521,.539,.446,.645,.584,.564,G,SR,dan-majerle-1
161,Gary Trent,757,MIL,1,11,1995,Ohio,1994-95,Ohio,33,31,34.4,8.9,16.8,8.6,15.8,0.2,1.1,4.9,7.7,,,12.8,2.4,0.6,0.8,3.5,2.3,22.9,.527,.547,.229,.642,.559,.534,F,JR,gary-trent-1
162,Ron Harper,757,CLE,1,8,1986,Miami (OH),1985-86,Miami (OH),31,,36.9,10.1,18.5,10.1,18.5,,,4.3,6.5,,,11.7,4.3,3.3,2.3,2.8,2.7,24.4,.545,.545,,.665,.567,.545,G,SR,ron-harper-1
163,David Robinson,756,SAS,1,1,1987,Navy,1984-85,Navy,32,,33.6,9.4,14.7,9.4,14.7,,,4.8,7.6,,,11.6,0.6,0.8,4.0,2.3,2.6,23.6,.644,.644,,.626,.647,.644,C,SO,david-robinson-1
164,Jalen Brunson,756,DAL,2,33,2018,Villanova,2017-18,Villanova,40,40,31.8,6.8,13.0,4.6,7.7,2.2,5.3,3.3,4.1,0.3,2.8,3.1,4.6,0.9,0.0,1.8,2.0,18.9,.521,.599,.408,.802,.635,.604,G,JR,jalen-brunson-1
165,Ryan Minor,756,PHI,2,32,1996,Oklahoma,1994-95,Oklahoma,32,32,36.5,8.1,16.7,6.0,11.2,2.2,5.5,5.2,6.3,,,8.4,2.2,2.2,0.7,2.4,3.5,23.6,.486,.532,.392,.823,.599,.550,F,JR,ryan-minor-1
166,Justin Wright-Foreman,755,UTA,2,53,2019,Hofstra,2017-18,Hofstra,31,30,37.8,8.5,19.0,5.4,10.5,3.1,8.5,4.2,5.3,0.3,3.0,3.3,3.2,0.8,0.2,2.2,2.0,24.4,.449,.515,.366,.799,.567,.531,G,JR,justin-wright-foreman-1
167,Quintin Dailey,755,CHI,1,7,1982,San Francisco,1981-82,San Francisco,30,,37.9,9.5,17.5,9.5,17.5,,,6.1,7.7,,,5.2,2.7,1.5,0.2,2.5,2.8,25.2,.546,.546,,.789,.595,.546,G,JR,quintin-dailey-1
168,Malik Monk,754,CHA,1,11,2017,Kentucky,2016-17,Kentucky,38,37,32.1,6.6,14.7,3.9,7.8,2.7,6.9,3.9,4.7,0.3,2.2,2.5,2.3,0.9,0.5,2.0,1.9,19.8,.450,.497,.397,.822,.586,.543,G,FR,malik-monk-1
169,Frank Mason,753,SAC,2,34,2017,Kansas,2016-17,Kansas,36,36,36.1,6.7,13.7,4.4,8.8,2.3,4.8,5.3,6.6,0.6,3.6,4.2,5.2,1.3,0.1,2.4,2.0,20.9,.490,.500,.471,.794,.622,.573,G,SR,frank-mason-1
170,Tony Dumas,753,DAL,1,19,1994,Kansas City,1993-94,Kansas City,29,28,38.4,7.9,18.8,5.3,11.7,2.6,7.1,7.6,10.1,,,5.7,3.0,1.7,0.7,3.8,2.7,26.0,.421,.457,.361,.757,.551,.489,G,SR,tony-dumas-1
171,Frankie King,752,LAL,2,37,1995,Western Carolina,1993-94,Western Carolina,28,28,38.1,9.2,18.8,8.2,15.4,1.0,3.4,7.4,10.0,,,7.5,2.1,2.2,0.4,3.9,2.5,26.9,.490,.531,.302,.737,.569,.517,G,JR,frankie-king-1
172,Steve Smith,752,MIA,1,5,1991,Michigan State,1990-91,Michigan State,30,30,37.8,8.9,18.9,6.7,13.5,2.2,5.4,5.0,6.2,,,6.1,3.6,0.5,0.2,3.3,2.6,25.1,.473,.500,.407,.802,.574,.532,G,SR,steve-smith-1
173,Christian Laettner,751,MIN,1,3,1992,Duke,1991-92,Duke,35,35,32.2,7.3,12.6,5.7,9.9,1.5,2.8,5.4,6.6,,,7.9,2.0,2.1,0.9,3.3,2.6,21.5,.575,.580,.557,.815,.680,.636,C,SR,christian-laettner-1
174,Jimmer Fredette,751,MIL,1,10,2011,Brigham Young,2009-10,Brigham Young,34,33,31.1,6.6,14.4,4.4,9.3,2.3,5.1,6.6,7.4,0.7,2.4,3.1,4.7,1.2,0.1,2.7,1.1,22.1,.458,.468,.440,.892,.615,.537,G,JR,jimmer-fredette-1
175,Toney Douglas,751,LAL,1,29,2009,Florida State,2008-09,Florida State,35,35,36.5,6.8,15.3,4.4,9.0,2.4,6.3,5.4,6.6,0.8,3.1,3.9,2.9,1.8,0.4,2.5,2.2,21.5,.446,.489,.385,.810,.581,.525,G,SR,toney-douglas-1
176,Reggie Miller,750,IND,1,11,1987,UCLA,1985-86,UCLA,29,29,38.3,9.4,17.0,9.4,17.0,,,7.0,7.9,,,5.3,2.4,1.2,0.2,2.4,2.9,25.9,.556,.556,,.882,.623,.556,G,JR,reggie-miller-1
177,Rob Williams,749,DEN,1,19,1982,Houston,1980-81,Houston,30,30,39.0,9.9,18.6,9.9,18.6,,,5.1,6.5,,,2.8,4.9,2.1,0.0,2.9,2.4,25.0,.534,.534,,.785,.576,.534,G,SO,rob-williams-1
178,Steve Alford,749,DAL,2,26,1987,Indiana,1986-87,Indiana,34,34,37.0,7.1,14.9,3.9,9.0,3.1,5.9,4.7,5.3,,,2.6,3.6,1.1,0.1,1.9,1.5,22.0,.474,.438,.530,.889,.631,.580,G,SR,steve-alford-1
179,Steve Burtt,749,GSW,2,30,1984,Iona,1983-84,Iona,31,30,34.4,10.0,18.5,10.0,18.5,,,4.2,5.8,,,3.5,2.9,1.8,0.8,3.6,2.6,24.2,.538,.538,,.732,.568,.538,G,SR,steve-burtt-1
180,Russ Smith,748,PHI,2,47,2014,Louisville,2012-13,Louisville,40,37,30.3,5.8,14.0,4.3,9.3,1.6,4.7,5.6,6.9,1.0,2.3,3.3,2.9,2.1,0.1,2.7,2.6,18.7,.414,.458,.328,.804,.541,.470,G,JR,russ-smith-1
181,Chuck Person,747,IND,1,4,1986,Auburn,1984-85,Auburn,34,,36.5,9.8,18.1,9.8,18.1,,,2.3,3.1,,,8.9,2.0,1.2,0.5,2.4,2.3,22.0,.544,.544,,.738,.562,.544,F,JR,chuck-person-1
182,Reggie Lewis,747,BOS,1,22,1987,Northeastern,1984-85,Northeastern,31,31,34.9,9.5,18.9,9.5,18.9,,,5.1,6.9,,,7.8,1.8,2.0,1.0,2.8,2.6,24.1,.503,.503,,.746,.544,.503,F,SO,reggie-lewis-1
183,Charles Jenkins,746,GSW,2,44,2011,Hofstra,2010-11,Hofstra,33,33,37.3,7.5,14.6,5.5,9.8,2.0,4.8,5.5,6.7,0.5,2.8,3.4,4.8,1.7,0.7,2.2,2.0,22.6,.517,.563,.420,.824,.635,.585,G,SR,charles-jenkins-1
184,Gary Payton,746,OKC,1,2,1990,Oregon State,1989-90,Oregon State,29,29,37.8,9.9,19.7,8.1,14.3,1.8,5.4,4.1,5.9,,,4.7,8.1,3.4,0.5,3.7,3.6,25.7,.504,.569,.333,.690,.572,.550,G,SR,gary-payton-1
185,Jay Williams,746,CHI,1,2,2002,Duke,2001-02,Duke,35,35,33.6,7.1,15.6,4.0,7.5,3.1,8.1,4.0,5.9,0.8,2.8,3.5,5.3,2.2,0.1,3.7,2.3,21.3,.457,.536,.383,.676,.580,.556,G,JR,jay-williams-1
186,Zion Williamson,746,NOH,1,1,2019,Duke,2018-19,Duke,33,33,30.0,9.0,13.2,8.2,11.0,0.7,2.2,3.9,6.2,3.5,5.4,8.9,2.1,2.1,1.8,2.4,2.1,22.6,.680,.747,.338,.640,.702,.708,F,FR,zion-williamson-1
187,Jeff Martin,745,LAC,2,31,1989,Murray State,1988-89,Murray State,29,29,36.4,9.2,18.0,6.9,13.5,2.2,4.5,5.1,6.4,,,5.2,2.6,1.3,1.1,2.6,2.2,25.7,.510,.514,.496,.796,.610,.572,G,SR,jeff-martin-1
188,Joe Young,745,IND,2,43,2015,Oregon,2014-15,Oregon,36,35,36.7,7.4,16.4,4.8,9.4,2.5,7.1,3.4,3.7,0.5,3.9,4.4,3.8,1.1,0.0,2.4,1.4,20.7,.448,.516,.357,.925,.568,.524,G,SR,joseph-young-1
189,Terrell Brandon,745,CLE,1,11,1991,Oregon,1990-91,Oregon,28,28,39.6,9.8,19.9,8.3,15.6,1.4,4.3,5.7,6.7,,,3.6,5.0,2.3,0.1,3.6,2.0,26.6,.491,.533,.336,.850,.578,.527,G,JR,terrell-brandon-1
